time,temp,wdir,wspd,wgst,pres,rain
1351363799,62.8,68,9,16.0,29.94,0.00
1351364099,62.9,72,11,22.0,29.94,0.00
1351364397,62.7,56,13,20.0,29.92,0.00
1351364689,62.5,65,10,16.0,29.92,0.00
1351365000,62.4,56,13,14.0,29.92,0.00
1351365297,62.3,54,14,19.0,29.92,0.00
1351365596,62.3,60,7,18.0,29.92,0.00
1351365899,62.1,54,10,16.0,29.92,0.00
1351366198,62,71,17,25.0,29.92,0.00
1351366501,62,53,10,18.0,29.92,0.00
1351366797,61.9,84,9,15.0,29.92,0.00
1351367098,61.8,64,14,16.0,29.92,0.00
1351367400,61.7,63,14,14.0,29.92,0.00
1351367702,61.6,63,9,12.0,29.92,0.00
1351367983,61.6,55,14,15.0,29.91,0.00
1351368300,61.6,70,4,14.0,29.91,0.00
1351368601,61.5,60,7,15.0,29.91,0.00
1351368897,61.4,64,14,14.0,29.91,0.00
1351369197,61.4,70,19,19.0,29.91,0.00
1351369499,61.3,82,10,15.0,29.91,0.00
1351369794,61.3,60,12,16.0,29.91,0.00
1351370099,61.2,77,6,9.0,29.91,0.00
1351370395,61.1,82,6,14.0,29.91,0.00
1351370696,61.1,65,14,14.0,29.91,0.00
1351370997,61,68,5,12.0,29.91,0.00
1351371294,60.9,72,7,10.0,29.91,0.00
1351371595,60.9,68,6,8.0,29.92,0.00
1351371894,60.8,79,9,10.0,29.92,0.00
1351372197,60.8,77,9,12.0,29.92,0.00
1351372495,60.7,43,10,19.0,29.92,0.00
1351372798,60.6,69,12,13.0,29.92,0.00
1351373097,60.5,64,5,9.0,29.92,0.00
1351373400,60.5,72,5,7.0,29.92,0.00
1351373690,60.4,70,7,7.0,29.92,0.00
1351373999,60.3,63,4,8.0,29.92,0.00
1351374284,60.2,64,9,11.0,29.92,0.00
1351374601,60.2,60,5,8.0,29.92,0.00
1351374898,60.1,90,13,14.0,29.92,0.00
1351375196,60,69,6,7.0,29.92,0.00
1351375498,59.9,66,3,6.0,29.92,0.00
1351375793,59.9,71,7,9.0,29.92,0.00
1351376092,59.8,42,5,7.0,29.92,0.00
1351376399,59.7,63,5,7.0,29.92,0.00
1351376701,59.7,34,4,6.0,29.92,0.00
1351376996,59.6,18,6,7.0,29.92,0.00
1351377300,59.5,59,6,6.0,29.92,0.00
1351377599,59.5,53,6,10.0,29.92,0.00
1351377898,59.4,65,5,7.0,29.92,0.00
1351378194,59.3,1,3,9.0,29.92,0.00
1351378499,59.2,33,3,3.0,29.92,0.00
1351378796,59.1,359,2,4.0,29.91,0.00
1351379095,58.9,59,2,3.0,29.91,0.00
1351379398,58.9,67,2,4.0,29.91,0.00
1351379696,58.8,59,5,5.0,29.91,0.00
1351380000,58.8,57,5,7.0,29.91,0.00
1351380283,58.6,63,1,4.0,29.91,0.00
1351380597,58.6,68,5,6.0,29.91,0.00
1351380900,58.6,51,3,4.0,29.91,0.00
1351381200,58.6,81,2,4.0,29.91,0.00
1351381498,58.5,36,3,7.0,29.91,0.00
1351381799,58.5,68,3,6.0,29.91,0.00
1351382100,58.5,57,6,11.0,29.91,0.00
1351382395,58.6,11,3,6.0,29.90,0.00
1351382699,58.6,84,3,3.0,29.90,0.00
1351382999,58.6,72,6,7.0,29.90,0.00
1351383295,58.7,20,2,11.0,29.90,0.00
1351383600,58.8,59,9,12.0,29.90,0.00
1351383899,58.9,85,6,10.0,29.90,0.00
1351384196,59,79,11,14.0,29.90,0.00
1351384499,59.2,65,15,15.0,29.90,0.00
1351384799,59.3,74,10,17.0,29.90,0.00
1351385098,59.3,65,6,10.0,29.90,0.00
1351385400,59.4,68,10,10.0,29.90,0.00
1351385699,59.4,70,7,9.0,29.90,0.00
1351385998,59.5,71,5,10.0,29.89,0.00
1351386301,59.5,60,10,12.0,29.89,0.00
1351386599,59.5,71,9,10.0,29.89,0.00
1351386898,59.5,64,6,12.0,29.89,0.00
1351387201,59.5,77,5,11.0,29.89,0.00
1351387500,59.5,59,6,13.0,29.89,0.00
1351387798,59.5,77,6,9.0,29.89,0.00
1351388102,59.5,59,11,14.0,29.89,0.00
1351388402,59.6,85,10,12.0,29.89,0.00
1351388698,59.6,53,9,13.0,29.89,0.00
1351388999,59.7,53,7,7.0,29.89,0.00
1351389299,59.8,78,15,18.0,29.89,0.00
1351389598,59.9,60,8,12.0,29.88,0.00
1351389895,59.9,72,6,13.0,29.88,0.00
1351390199,60,63,6,10.0,29.88,0.00
1351390497,60,123,6,7.0,29.88,0.00
1351390796,59.9,32,5,17.0,29.88,0.00
1351391100,59.9,64,10,10.0,29.88,0.00
1351391397,59.9,87,14,15.0,29.88,0.00
1351391698,60,55,11,12.0,29.88,0.00
1351392000,59.9,67,13,19.0,29.88,0.00
1351392295,59.9,49,8,13.0,29.88,0.00
1351392601,59.9,63,7,9.0,29.88,0.00
1351392899,59.9,71,13,15.0,29.88,0.00
1351393195,59.9,36,7,13.0,29.87,0.00
1351393498,59.8,75,10,10.0,29.87,0.00
1351393800,59.7,77,8,11.0,29.87,0.00
1351394097,59.7,52,10,16.0,29.87,0.00
1351394401,59.8,49,7,14.0,29.87,0.00
1351394700,59.7,60,10,14.0,29.87,0.00
1351394998,59.7,69,7,8.0,29.87,0.00
1351395299,59.6,63,8,14.0,29.87,0.00
1351395601,59.6,86,6,14.0,29.87,0.00
1351395900,59.5,51,13,13.0,29.87,0.00
1351396201,59.5,69,14,14.0,29.87,0.00
1351396500,59.5,60,6,9.0,29.87,0.00
1351396798,59.5,67,5,10.0,29.86,0.00
1351397102,59.5,79,11,15.0,29.86,0.00
1351397398,59.5,59,9,11.0,29.86,0.00
1351397697,59.5,81,11,14.0,29.86,0.00
1351398001,59.5,60,11,13.0,29.86,0.00
1351398297,59.6,70,9,12.0,29.86,0.00
1351398597,59.6,67,10,10.0,29.86,0.00
1351398901,59.6,56,10,13.0,29.86,0.00
1351399199,59.6,56,15,16.0,29.86,0.00
1351399500,59.7,67,9,12.0,29.86,0.00
1351399800,59.7,59,13,15.0,29.86,0.00
1351400101,59.7,55,5,10.0,29.86,0.00
1351400397,59.7,84,11,13.0,29.84,0.00
1351400699,59.7,67,4,11.0,29.84,0.00
1351401001,59.7,67,11,13.0,29.84,0.00
1351401300,59.7,63,10,16.0,29.84,0.00
1351401601,59.7,55,11,12.0,29.84,0.00
1351401900,59.7,72,10,13.0,29.84,0.00
1351402199,59.7,53,11,13.0,29.84,0.00
1351402499,59.7,82,6,16.0,29.84,0.00
1351402799,59.7,74,6,10.0,29.84,0.00
1351403097,59.7,46,9,12.0,29.84,0.00
1351403401,59.7,70,8,11.0,29.84,0.00
1351403700,59.7,61,10,15.0,29.84,0.00
1351403998,59.8,72,10,10.0,29.83,0.00
1351404300,59.8,89,14,18.0,29.83,0.00
1351404600,59.9,83,18,21.0,29.83,0.00
1351404899,60.1,57,15,18.0,29.83,0.00
1351405200,60.1,79,14,15.0,29.83,0.00
1351405501,60.2,77,11,19.0,29.83,0.00
1351405797,60.2,79,16,16.0,29.83,0.00
1351406100,60.2,57,8,15.0,29.83,0.00
1351406401,60.2,57,18,22.0,29.83,0.00
1351406700,60.2,75,15,21.0,29.83,0.00
1351407003,60.2,73,8,11.0,29.83,0.00
1351407300,60.2,90,12,15.0,29.83,0.00
1351407597,60.2,54,15,17.0,29.83,0.00
1351407897,60.2,51,8,12.0,29.83,0.00
1351408200,60.2,63,11,17.0,29.83,0.00
1351408497,60.1,72,7,13.0,29.83,0.00
1351408799,60.1,59,17,17.0,29.83,0.00
1351409099,60,68,6,9.0,29.83,0.00
1351409400,59.9,64,5,10.0,29.83,0.00
1351409700,59.7,54,15,15.0,29.83,0.00
1351410001,59.7,77,7,16.0,29.83,0.00
1351410301,59.6,51,4,14.0,29.83,0.00
1351410601,59.6,55,5,12.0,29.83,0.00
1351410900,59.5,50,14,14.0,29.80,0.00
1351411199,59.5,63,11,14.0,29.80,0.00
1351411501,59.5,67,16,16.0,29.80,0.00
1351411801,59.5,77,13,15.0,29.80,0.00
1351412101,59.4,64,8,13.0,29.81,0.00
1351412400,59.3,63,9,9.0,29.81,0.00
1351412699,59.3,46,8,11.0,29.81,0.00
1351412998,59.2,69,6,8.0,29.81,0.00
1351413298,59.2,75,11,16.0,29.81,0.00
1351413600,59.1,41,10,11.0,29.81,0.00
1351413899,59.1,57,7,10.0,29.81,0.00
1351414199,59.1,63,10,13.0,29.81,0.00
1351414500,59.1,28,5,16.0,29.81,0.00
1351414799,59.1,46,8,14.0,29.81,0.00
1351415099,59.1,50,6,9.0,29.81,0.00
1351415400,59.1,51,7,14.0,29.79,0.00
1351415698,59.2,68,19,19.0,29.79,0.00
1351416001,59.1,69,8,10.0,29.79,0.00
1351416301,59.1,41,3,9.0,29.79,0.00
1351416599,59.1,77,12,14.0,29.79,0.00
1351416900,59.1,69,13,15.0,29.79,0.00
1351417199,59,53,14,14.0,29.79,0.00
1351417500,58.9,16,11,13.0,29.79,0.00
1351417798,58.9,69,8,16.0,29.79,0.00
1351418099,58.8,89,11,12.0,29.79,0.00
1351418398,58.8,63,16,16.0,29.78,0.00
1351418701,58.8,67,12,15.0,29.78,0.00
1351418998,58.8,59,7,13.0,29.78,0.00
1351419297,58.8,57,4,16.0,29.78,0.00
1351419599,58.8,73,10,14.0,29.78,0.00
1351419901,58.7,20,8,17.0,29.78,0.00
1351420200,58.7,70,14,19.0,29.78,0.00
1351420499,58.7,81,17,23.0,29.78,0.00
1351420801,58.7,65,17,19.0,29.78,0.00
1351421098,58.6,67,15,15.0,29.78,0.00
1351421401,58.6,67,10,16.0,29.78,0.00
1351421701,58.6,74,12,17.0,29.77,0.00
1351421998,58.6,59,18,28.0,29.77,0.00
1351422299,58.7,72,14,16.0,29.77,0.00
1351422601,58.7,91,10,11.0,29.77,0.00
1351422898,58.7,62,13,14.0,29.77,0.00
1351423200,58.7,79,9,16.0,29.77,0.00
1351423500,58.7,20,7,13.0,29.77,0.00
1351423795,58.6,72,13,17.0,29.78,0.00
1351424101,58.4,63,7,25.0,29.78,0.00
1351424399,58.4,59,16,16.0,29.78,0.00
1351424699,58.3,77,10,18.0,29.78,0.00
1351425000,58.3,60,12,20.0,29.78,0.00
1351425298,58.2,72,7,10.0,29.78,0.00
1351425596,58.3,53,7,15.0,29.78,0.00
1351425900,58.3,76,16,17.0,29.79,0.00
1351426198,58.4,79,9,17.0,29.79,0.00
1351426489,58.5,57,14,14.0,29.79,0.00
1351426799,58.4,70,12,17.0,29.79,0.00
1351427097,58.4,88,17,28.0,29.79,0.00
1351427394,58.5,73,5,18.0,29.79,0.00
1351427698,58.5,64,15,17.0,29.79,0.00
1351428001,58.4,52,16,16.0,29.79,0.00
1351428296,58.4,94,7,12.0,29.79,0.00
1351428600,58.4,8,9,17.0,29.79,0.00
1351428898,58.5,65,9,11.0,29.79,0.00
1351429194,58.6,90,10,23.0,29.79,0.00
1351429496,58.8,75,13,16.0,29.79,0.00
1351429799,58.9,59,14,24.0,29.79,0.00
1351430097,59.1,82,6,8.0,29.79,0.00
1351430394,59.2,58,8,23.0,29.79,0.00
1351430696,59.3,71,24,24.0,29.79,0.00
1351430988,59.3,69,13,23.0,29.79,0.00
1351431300,59.4,65,13,22.0,29.79,0.00
1351431599,59.3,54,20,20.0,29.79,0.00
1351431892,59.3,60,11,13.0,29.79,0.00
1351432200,59.2,60,13,17.0,29.79,0.00
1351432470,59,60,23,24.0,29.79,0.00
1351432795,58.8,71,15,24.0,29.76,0.00
1351433097,58.7,72,18,21.0,29.76,0.00
1351433396,58.4,77,6,19.0,29.76,0.00
1351433691,58.2,48,13,24.0,29.76,0.00
1351433981,58.2,79,5,13.0,29.76,0.00
1351434299,58.2,63,7,21.0,29.76,0.00
1351434587,58,81,13,21.0,29.76,0.00
1351434894,57.9,72,13,22.0,29.76,0.00
1351435198,57.8,25,11,18.0,29.76,0.00
1351435495,57.8,89,4,9.0,29.76,0.00
1351435783,57.9,67,7,10.0,29.76,0.00
1351436088,58,51,11,17.0,29.76,0.00
1351436392,58.1,51,7,14.0,29.75,0.00
1351436694,58.2,86,14,14.0,29.75,0.00
1351436954,58.3,72,14,18.0,29.75,0.00
1351437293,58.4,81,6,15.0,29.75,0.00
1351437589,58.4,51,6,14.0,29.75,0.00
1351437897,58.6,82,16,20.0,29.75,0.00
1351438192,58.7,79,12,19.0,29.75,0.00
1351438494,58.7,70,8,21.0,29.75,0.00
1351438800,58.8,92,9,18.0,29.75,0.00
1351439088,58.8,49,9,14.0,29.75,0.00
1351439397,58.9,81,13,17.0,29.75,0.00
1351439696,58.8,72,17,17.0,29.75,0.00
1351439992,58.8,57,14,17.0,29.72,0.00
1351440297,58.8,43,14,21.0,29.72,0.00
1351440598,58.7,52,12,19.0,29.72,0.00
1351440895,58.6,26,7,17.0,29.72,0.00
1351441200,58.4,64,16,19.0,29.72,0.00
1351441498,58.1,32,6,18.0,29.72,0.00
1351441786,57.8,67,3,15.0,29.72,0.00
1351442098,57.5,271,7,12.0,29.72,0.00
1351442399,57.2,65,14,15.0,29.72,0.00
1351442694,57.1,67,14,18.0,29.72,0.00
1351442993,57,57,9,16.0,29.72,0.00
1351443298,56.8,16,12,12.0,29.70,0.00
1351443592,56.7,51,10,10.0,29.70,0.00
1351443895,56.6,47,8,15.0,29.70,0.01
1351444197,56.5,356,5,9.0,29.70,0.01
1351444497,56.5,55,4,10.0,29.70,0.03
1351444800,56.5,77,14,14.0,29.70,0.03
1351445096,56.5,27,11,14.0,29.70,0.03
1351445394,56.5,53,7,8.0,29.70,0.03
1351445701,56.5,44,7,10.0,29.70,0.05
1351445997,56.5,33,6,10.0,29.70,0.05
1351446297,56.6,79,8,11.0,29.70,0.05
1351446600,56.6,54,4,10.0,29.70,0.05
1351446899,56.6,78,18,18.0,29.70,0.07
1351447189,56.6,56,6,8.0,29.69,0.07
1351447454,56.5,40,7,7.0,29.69,0.09
1351447796,56.6,77,8,11.0,29.69,0.09
1351448093,56.6,37,12,21.0,29.69,0.11
1351448395,56.6,51,8,23.0,29.68,0.11
1351448693,56.5,46,14,17.0,29.68,0.11
1351448994,56.5,63,14,16.0,29.65,0.11
1351449299,56.5,8,8,30.0,29.65,0.11
1351449601,56.6,57,17,17.0,29.65,0.11
1351449891,56.6,77,8,14.0,29.65,0.11
1351450190,56.6,53,7,12.0,29.65,0.11
1351450497,56.5,72,14,16.0,29.65,0.11
1351450793,56.5,72,8,8.0,29.65,0.11
1351451091,56.5,27,6,18.0,29.65,0.11
1351451389,56.4,63,9,15.0,29.65,0.11
1351451680,56.4,55,18,18.0,29.65,0.11
1351451998,56.4,74,13,20.0,29.65,0.13
1351452296,56.3,26,8,19.0,29.65,0.13
1351452593,56.2,82,3,11.0,29.65,0.14
1351452897,56.2,67,8,8.0,29.65,0.14
1351453197,56.1,90,3,15.0,29.65,0.15
1351453492,56.1,57,12,15.0,29.65,0.15
1351453794,56.2,26,9,13.0,29.65,0.15
1351454093,56.1,63,11,11.0,29.65,0.17
1351454390,56.1,53,16,17.0,29.65,0.18
1351454691,56.1,66,6,12.0,29.64,0.18
1351454995,56.1,46,5,12.0,29.64,0.18
1351455286,56.1,5,10,18.0,29.64,0.18
1351455597,56.1,49,3,14.0,29.64,0.20
1351455895,56,46,5,11.0,29.64,0.22
1351456197,56,53,10,14.0,29.64,0.23
1351456492,56.1,77,12,17.0,29.64,0.23
1351456799,56.2,30,5,16.0,29.64,0.25
1351457093,56.1,40,6,14.0,29.63,0.27
1351457395,56.1,45,13,15.0,29.63,0.27
1351457685,56.2,74,16,18.0,29.63,0.29
1351457992,56.2,75,10,15.0,29.63,0.30
1351458295,56.1,67,11,15.0,29.63,0.30
1351458602,56.1,44,13,13.0,29.63,0.33
1351458895,56.1,69,6,11.0,29.63,0.33
1351459184,56.1,42,9,13.0,29.63,0.35
1351459484,56.1,88,17,17.0,29.63,0.36
1351459786,56,79,9,14.0,29.63,0.38
1351460099,56,81,6,12.0,29.61,0.38
1351460399,56,64,12,13.0,29.61,0.40
1351460691,55.9,57,6,13.0,29.61,0.40
1351461000,55.9,63,13,25.0,29.61,0.40
1351461296,55.9,78,20,20.0,29.61,0.40
1351461593,55.9,59,17,17.0,29.62,0.40
1351461896,55.9,63,11,13.0,29.62,0.40
1351462200,56,48,10,15.0,29.62,0.42
1351462493,56,65,11,16.0,29.62,0.43
1351462798,56,60,15,18.0,29.62,0.43
1351463096,56,64,8,20.0,29.62,0.45
1351463393,56,79,8,20.0,29.62,0.45
1351463697,56,262,3,9.0,29.62,0.46
1351464000,55.9,79,5,16.0,29.62,0.46
1351464267,55.9,60,11,17.0,29.62,0.46
1351464594,55.9,67,9,17.0,29.62,0.46
1351464898,55.9,19,14,26.0,29.62,0.46
1351465197,56,37,3,18.0,29.61,0.48
1351465498,56.1,51,21,22.0,29.61,0.51
1351465797,56.1,70,15,26.0,29.61,0.51
1351466086,56.1,51,9,24.0,29.61,0.53
